                     bin:                     prob.:
    3.605941489991575e-01      1.937046004842583e+01
    3.614691489991576e-01      0.000000000000000e+00
    3.623441489991575e-01      0.000000000000000e+00
    3.632191489991575e-01      0.000000000000000e+00
    3.640941489991575e-01      0.000000000000000e+00
    3.649691489991576e-01      0.000000000000000e+00
    3.658441489991575e-01      0.000000000000000e+00
    3.667191489991575e-01      0.000000000000000e+00
    3.675941489991575e-01      0.000000000000000e+00
    3.684691489991576e-01      0.000000000000000e+00
    3.693441489991575e-01      0.000000000000000e+00
    3.702191489991575e-01      0.000000000000000e+00
    3.710941489991575e-01      0.000000000000000e+00
    3.719691489991576e-01      0.000000000000000e+00
    3.728441489991575e-01      0.000000000000000e+00
    3.737191489991575e-01      0.000000000000000e+00
    3.745941489991576e-01      0.000000000000000e+00
    3.754691489991576e-01      0.000000000000000e+00
    3.763441489991575e-01      0.000000000000000e+00
    3.772191489991575e-01      0.000000000000000e+00
    3.780941489991576e-01      0.000000000000000e+00
    3.789691489991576e-01      0.000000000000000e+00
    3.798441489991575e-01      0.000000000000000e+00
    3.807191489991575e-01      0.000000000000000e+00
    3.815941489991576e-01      0.000000000000000e+00
    3.824691489991575e-01      0.000000000000000e+00
    3.833441489991575e-01      0.000000000000000e+00
    3.842191489991575e-01      0.000000000000000e+00
    3.850941489991576e-01      0.000000000000000e+00
    3.859691489991575e-01      0.000000000000000e+00
    3.868441489991575e-01      0.000000000000000e+00
    3.877191489991575e-01      0.000000000000000e+00
    3.885941489991576e-01      0.000000000000000e+00
    3.894691489991575e-01      0.000000000000000e+00
    3.903441489991575e-01      0.000000000000000e+00
    3.912191489991576e-01      0.000000000000000e+00
    3.920941489991576e-01      0.000000000000000e+00
    3.929691489991575e-01      0.000000000000000e+00
    3.938441489991575e-01      0.000000000000000e+00
    3.947191489991576e-01      0.000000000000000e+00
    3.955941489991576e-01      0.000000000000000e+00
    3.964691489991575e-01      0.000000000000000e+00
    3.973441489991575e-01      0.000000000000000e+00
    3.982191489991576e-01      0.000000000000000e+00
    3.990941489991576e-01      0.000000000000000e+00
    3.999691489991575e-01      0.000000000000000e+00
    4.008441489991575e-01      0.000000000000000e+00
    4.017191489991576e-01      0.000000000000000e+00
    4.025941489991576e-01      0.000000000000000e+00
    4.034691489991575e-01      0.000000000000000e+00
    4.043441489991575e-01      0.000000000000000e+00
    4.052191489991576e-01      0.000000000000000e+00
    4.060941489991575e-01      0.000000000000000e+00
    4.069691489991575e-01      0.000000000000000e+00
    4.078441489991576e-01      0.000000000000000e+00
    4.087191489991576e-01      0.000000000000000e+00
    4.095941489991576e-01      0.000000000000000e+00
    4.104691489991575e-01      0.000000000000000e+00
    4.113441489991576e-01      0.000000000000000e+00
    4.122191489991576e-01      0.000000000000000e+00
    4.130941489991575e-01      0.000000000000000e+00
    4.139691489991575e-01      0.000000000000000e+00
    4.148441489991576e-01      0.000000000000000e+00
    4.157191489991576e-01      0.000000000000000e+00
    4.165941489991575e-01      0.000000000000000e+00
    4.174691489991575e-01      0.000000000000000e+00
    4.183441489991576e-01      0.000000000000000e+00
    4.192191489991576e-01      0.000000000000000e+00
    4.200941489991575e-01      0.000000000000000e+00
    4.209691489991575e-01      3.874092009685165e+01
    4.218441489991576e-01      0.000000000000000e+00
    4.227191489991575e-01      0.000000000000000e+00
    4.235941489991575e-01      0.000000000000000e+00
    4.244691489991576e-01      0.000000000000000e+00
    4.253441489991576e-01      0.000000000000000e+00
    4.262191489991576e-01      0.000000000000000e+00
    4.270941489991575e-01      0.000000000000000e+00
    4.279691489991576e-01      0.000000000000000e+00
    4.288441489991576e-01      0.000000000000000e+00
    4.297191489991575e-01      0.000000000000000e+00
    4.305941489991575e-01      0.000000000000000e+00
    4.314691489991576e-01      0.000000000000000e+00
    4.323441489991576e-01      0.000000000000000e+00
    4.332191489991576e-01      0.000000000000000e+00
    4.340941489991575e-01      0.000000000000000e+00
    4.349691489991576e-01      0.000000000000000e+00
    4.358441489991576e-01      0.000000000000000e+00
    4.367191489991575e-01      0.000000000000000e+00
    4.375941489991576e-01      0.000000000000000e+00
    4.384691489991576e-01      0.000000000000000e+00
    4.393441489991575e-01      0.000000000000000e+00
    4.402191489991575e-01      0.000000000000000e+00
    4.410941489991576e-01      0.000000000000000e+00
    4.419691489991576e-01      0.000000000000000e+00
    4.428441489991576e-01      0.000000000000000e+00
    4.437191489991575e-01      0.000000000000000e+00
    4.445941489991576e-01      0.000000000000000e+00
    4.454691489991576e-01      0.000000000000000e+00
    4.463441489991575e-01      0.000000000000000e+00
    4.472191489991575e-01      0.000000000000000e+00
    4.480941489991576e-01      0.000000000000000e+00
    4.489691489991576e-01      0.000000000000000e+00
    4.498441489991576e-01      0.000000000000000e+00
    4.507191489991575e-01      0.000000000000000e+00
    4.515941489991576e-01      0.000000000000000e+00
    4.524691489991576e-01      0.000000000000000e+00
    4.533441489991575e-01      0.000000000000000e+00
    4.542191489991576e-01      0.000000000000000e+00
    4.550941489991576e-01      0.000000000000000e+00
    4.559691489991576e-01      0.000000000000000e+00
    4.568441489991576e-01      0.000000000000000e+00
    4.577191489991576e-01      0.000000000000000e+00
    4.585941489991576e-01      0.000000000000000e+00
    4.594691489991576e-01      0.000000000000000e+00
    4.603441489991575e-01      0.000000000000000e+00
    4.612191489991576e-01      0.000000000000000e+00
    4.620941489991576e-01      0.000000000000000e+00
    4.629691489991575e-01      0.000000000000000e+00
    4.638441489991575e-01      0.000000000000000e+00
    4.647191489991576e-01      0.000000000000000e+00
    4.655941489991576e-01      0.000000000000000e+00
    4.664691489991576e-01      0.000000000000000e+00
    4.673441489991575e-01      0.000000000000000e+00
    4.682191489991576e-01      0.000000000000000e+00
    4.690941489991576e-01      0.000000000000000e+00
    4.699691489991575e-01      0.000000000000000e+00
    4.708441489991576e-01      0.000000000000000e+00
    4.717191489991576e-01      0.000000000000000e+00
    4.725941489991576e-01      0.000000000000000e+00
    4.734691489991576e-01      0.000000000000000e+00
    4.743441489991576e-01      0.000000000000000e+00
    4.752191489991576e-01      0.000000000000000e+00
    4.760941489991576e-01      0.000000000000000e+00
    4.769691489991575e-01      0.000000000000000e+00
    4.778441489991576e-01      0.000000000000000e+00
    4.787191489991576e-01      0.000000000000000e+00
    4.795941489991576e-01      0.000000000000000e+00
    4.804691489991576e-01      0.000000000000000e+00
    4.813441489991576e-01      1.937046004842583e+01
    4.822191489991576e-01      0.000000000000000e+00
    4.830941489991576e-01      0.000000000000000e+00
    4.839691489991576e-01      0.000000000000000e+00
    4.848441489991576e-01      0.000000000000000e+00
    4.857191489991576e-01      0.000000000000000e+00
    4.865941489991575e-01      0.000000000000000e+00
    4.874691489991576e-01      0.000000000000000e+00
    4.883441489991576e-01      0.000000000000000e+00
    4.892191489991576e-01      0.000000000000000e+00
    4.900941489991576e-01      0.000000000000000e+00
    4.909691489991576e-01      0.000000000000000e+00
    4.918441489991576e-01      0.000000000000000e+00
    4.927191489991576e-01      0.000000000000000e+00
    4.935941489991575e-01      0.000000000000000e+00
    4.944691489991576e-01      0.000000000000000e+00
    4.953441489991576e-01      0.000000000000000e+00
    4.962191489991575e-01      0.000000000000000e+00
    4.970941489991576e-01      0.000000000000000e+00
    4.979691489991576e-01      0.000000000000000e+00
    4.988441489991576e-01      0.000000000000000e+00
    4.997191489991576e-01      0.000000000000000e+00
    5.005941489991576e-01      0.000000000000000e+00
    5.014691489991576e-01      0.000000000000000e+00
    5.023441489991576e-01      0.000000000000000e+00
    5.032191489991575e-01      0.000000000000000e+00
    5.040941489991576e-01      0.000000000000000e+00
    5.049691489991576e-01      0.000000000000000e+00
    5.058441489991576e-01      0.000000000000000e+00
    5.067191489991576e-01      0.000000000000000e+00
    5.075941489991576e-01      0.000000000000000e+00
    5.084691489991575e-01      0.000000000000000e+00
    5.093441489991576e-01      0.000000000000000e+00
    5.102191489991575e-01      0.000000000000000e+00
    5.110941489991576e-01      0.000000000000000e+00
    5.119691489991576e-01      0.000000000000000e+00
    5.128441489991575e-01      0.000000000000000e+00
    5.137191489991576e-01      0.000000000000000e+00
    5.145941489991576e-01      0.000000000000000e+00
    5.154691489991576e-01      0.000000000000000e+00
    5.163441489991576e-01      0.000000000000000e+00
    5.172191489991576e-01      0.000000000000000e+00
    5.180941489991575e-01      0.000000000000000e+00
    5.189691489991576e-01      0.000000000000000e+00
    5.198441489991575e-01      0.000000000000000e+00
    5.207191489991576e-01      0.000000000000000e+00
    5.215941489991576e-01      0.000000000000000e+00
    5.224691489991575e-01      0.000000000000000e+00
    5.233441489991576e-01      0.000000000000000e+00
    5.242191489991576e-01      0.000000000000000e+00
    5.250941489991576e-01      0.000000000000000e+00
    5.259691489991576e-01      0.000000000000000e+00
    5.268441489991575e-01      0.000000000000000e+00
    5.277191489991576e-01      0.000000000000000e+00
    5.285941489991576e-01      0.000000000000000e+00
    5.294691489991576e-01      0.000000000000000e+00
    5.303441489991576e-01      0.000000000000000e+00
    5.312191489991576e-01      0.000000000000000e+00
    5.320941489991575e-01      0.000000000000000e+00
    5.329691489991576e-01      0.000000000000000e+00
    5.338441489991576e-01      0.000000000000000e+00
    5.347191489991576e-01      0.000000000000000e+00
    5.355941489991576e-01      0.000000000000000e+00
    5.364691489991575e-01      0.000000000000000e+00
    5.373441489991576e-01      0.000000000000000e+00
    5.382191489991576e-01      0.000000000000000e+00
    5.390941489991576e-01      0.000000000000000e+00
    5.399691489991576e-01      0.000000000000000e+00
    5.408441489991576e-01      0.000000000000000e+00
    5.417191489991575e-01      3.874092009684919e+01
    5.425941489991576e-01      0.000000000000000e+00
    5.434691489991575e-01      0.000000000000000e+00
    5.443441489991576e-01      0.000000000000000e+00
    5.452191489991576e-01      0.000000000000000e+00
    5.460941489991575e-01      0.000000000000000e+00
    5.469691489991576e-01      0.000000000000000e+00
    5.478441489991576e-01      0.000000000000000e+00
    5.487191489991576e-01      0.000000000000000e+00
    5.495941489991576e-01      0.000000000000000e+00
    5.504691489991576e-01      0.000000000000000e+00
    5.513441489991576e-01      0.000000000000000e+00
    5.522191489991576e-01      0.000000000000000e+00
    5.530941489991577e-01      0.000000000000000e+00
    5.539691489991576e-01      0.000000000000000e+00
    5.548441489991576e-01      0.000000000000000e+00
    5.557191489991575e-01      0.000000000000000e+00
    5.565941489991576e-01      0.000000000000000e+00
    5.574691489991576e-01      0.000000000000000e+00
    5.583441489991576e-01      0.000000000000000e+00
    5.592191489991576e-01      0.000000000000000e+00
    5.600941489991575e-01      0.000000000000000e+00
    5.609691489991576e-01      0.000000000000000e+00
    5.618441489991576e-01      0.000000000000000e+00
    5.627191489991576e-01      0.000000000000000e+00
    5.635941489991576e-01      0.000000000000000e+00
    5.644691489991576e-01      0.000000000000000e+00
    5.653441489991575e-01      0.000000000000000e+00
    5.662191489991576e-01      0.000000000000000e+00
    5.670941489991576e-01      0.000000000000000e+00
    5.679691489991576e-01      0.000000000000000e+00
    5.688441489991576e-01      0.000000000000000e+00
    5.697191489991575e-01      0.000000000000000e+00
    5.705941489991576e-01      0.000000000000000e+00
    5.714691489991576e-01      0.000000000000000e+00
    5.723441489991576e-01      0.000000000000000e+00
    5.732191489991576e-01      0.000000000000000e+00
    5.740941489991576e-01      0.000000000000000e+00
    5.749691489991576e-01      0.000000000000000e+00
    5.758441489991576e-01      0.000000000000000e+00
    5.767191489991577e-01      0.000000000000000e+00
    5.775941489991576e-01      0.000000000000000e+00
    5.784691489991576e-01      0.000000000000000e+00
    5.793441489991575e-01      0.000000000000000e+00
    5.802191489991576e-01      0.000000000000000e+00
    5.810941489991576e-01      0.000000000000000e+00
    5.819691489991576e-01      0.000000000000000e+00
    5.828441489991576e-01      0.000000000000000e+00
    5.837191489991576e-01      0.000000000000000e+00
    5.845941489991576e-01      0.000000000000000e+00
    5.854691489991576e-01      0.000000000000000e+00
    5.863441489991577e-01      0.000000000000000e+00
    5.872191489991576e-01      0.000000000000000e+00
    5.880941489991576e-01      0.000000000000000e+00
    5.889691489991575e-01      0.000000000000000e+00
    5.898441489991576e-01      0.000000000000000e+00
    5.907191489991576e-01      0.000000000000000e+00
    5.915941489991576e-01      0.000000000000000e+00
    5.924691489991576e-01      0.000000000000000e+00
    5.933441489991576e-01      0.000000000000000e+00
    5.942191489991576e-01      0.000000000000000e+00
    5.950941489991576e-01      0.000000000000000e+00
    5.959691489991576e-01      0.000000000000000e+00
    5.968441489991576e-01      0.000000000000000e+00
    5.977191489991576e-01      0.000000000000000e+00
    5.985941489991576e-01      0.000000000000000e+00
    5.994691489991576e-01      0.000000000000000e+00
    6.003441489991577e-01      0.000000000000000e+00
    6.012191489991576e-01      0.000000000000000e+00
    6.020941489991576e-01      0.000000000000000e+00
    6.029691489991575e-01      1.937046004842460e+01
    6.038441489991576e-01      0.000000000000000e+00
    6.047191489991576e-01      0.000000000000000e+00
    6.055941489991576e-01      0.000000000000000e+00
    6.064691489991576e-01      0.000000000000000e+00
    6.073441489991576e-01      0.000000000000000e+00
    6.082191489991576e-01      0.000000000000000e+00
    6.090941489991576e-01      0.000000000000000e+00
    6.099691489991577e-01      0.000000000000000e+00
    6.108441489991576e-01      0.000000000000000e+00
    6.117191489991576e-01      0.000000000000000e+00
    6.125941489991575e-01      0.000000000000000e+00
