1.373815323666259e+01		1.467663306386657e-03
1.377733646898917e+01		1.467663306386657e-03
1.381651970131574e+01		1.467663306386657e-03
1.385570293364232e+01		1.467663306386657e-03
1.389488616596889e+01		1.467663306386657e-03
1.393406939829547e+01		1.467663306386657e-03
1.397325263062204e+01		1.467663306386657e-03
1.401243586294861e+01		1.467663306386657e-03
1.405161909527519e+01		1.467663306386657e-03
1.409080232760176e+01		1.467663306386657e-03
1.412998555992834e+01		1.467663306386657e-03
1.416916879225491e+01		1.467663306386657e-03
1.424753525690806e+01		1.467663306386657e-03
1.436508495388778e+01		1.467663306386657e-03
1.440426818621436e+01		1.467663306386657e-03
1.444345141854093e+01		1.467663306386657e-03
1.448263465086750e+01		1.467663306386657e-03
1.452181788319408e+01		1.467663306386657e-03
1.456100111552065e+01		1.467663306386657e-03
1.460018434784723e+01		1.467663306386657e-03
1.465895919633709e+01		1.467663306386657e-03
1.467855081250038e+01		1.467663306386657e-03
1.469814242866366e+01		1.467663306386657e-03
1.471773404482695e+01		1.467663306386657e-03
1.475691727715352e+01		1.467663306386657e-03
1.479610050948010e+01		1.467663306386657e-03
1.483528374180667e+01		1.467663306386657e-03
1.487446697413325e+01		1.467663306386657e-03
1.491365020645982e+01		1.467663306386657e-03
1.529610050948010e+01		1.467663306386657e-03
1.563936758017380e+01		1.467663306386657e-03
1.598263465086750e+01		1.467663306386657e-03
1.632590172156121e+01		1.467663306386657e-03
1.666916879225491e+01		1.467663306386657e-03
1.701243586294861e+01		1.467663306386657e-03
1.735570293364232e+01		1.467663306386657e-03
