1.791086440971063e+00		3.013722083377697e-03
2.582172881942126e+00		2.108192129802880e-03
3.373259322913190e+00		1.748095249373333e-03
4.164345763884253e+00		1.591429278729223e-03
4.955432204855316e+00		1.521356199213041e-03
5.746518645826379e+00		1.489203345200834e-03
6.537605086797442e+00		1.474592284141697e-03
7.354805722647122e+00		1.468906569933231e-03
7.380919917525739e+00		1.468830233388938e-03
7.407034112404356e+00		1.468759306647473e-03
7.433148307282973e+00		1.468693728986804e-03
7.459262502161590e+00		1.468633404693166e-03
7.485376697040207e+00		1.468578281075733e-03
7.511490891918825e+00		1.468528246414879e-03
7.537605086797442e+00		1.468483226513905e-03
7.563719281676059e+00		1.468443227900515e-03
7.589833476554677e+00		1.468408092261619e-03
7.615947671433294e+00		1.468377790742098e-03
7.642061866311911e+00		1.468352265459419e-03
7.668176061190528e+00		1.468331436229194e-03
7.694290256069145e+00		1.468315230266078e-03
7.707347353508453e+00		1.468308830445955e-03
7.720404450947762e+00		1.468303559706032e-03
7.733461548387071e+00		1.468299460417053e-03
7.772632840704996e+00		1.468293766104643e-03
7.798747035583613e+00		1.468295468485658e-03
7.824861230462230e+00		1.468301518766544e-03
7.850975425340847e+00		1.468311824863222e-03
7.903203815098081e+00		1.468345083948927e-03
7.955432204855316e+00		1.468394830796887e-03
8.007660594612551e+00		1.468460631124356e-03
8.059888984369785e+00		1.468542072295053e-03
8.112117374127019e+00		1.468638848052148e-03
8.373259322913189e+00		1.469339776004380e-03
8.582172881942126e+00		1.470142233713309e-03
8.791086440971064e+00		1.471140066317837e-03
